Open,High,Low,Close,Volume,Date,stock_id,target,ema_20,rsi,macd,bb_upper,bb_lower,Return,macd_signal,Volume_log,Return_clipped
694.9939719545811,695.7058627276292,686.9850785517755,692.3243408203125,5121009,2020-01-28,INFY.NS,702.7359008789062,681.8993476026188,65.43978967927129,5.594848170775549,711.4904515923251,636.1526636420499,-0.00012843229128056688,4.572307307158332,15.448862243186385,-0.00012843229128056688
699.9772494998928,705.4944979441362,697.8860602066168,702.7359008789062,6832757,2020-01-29,INFY.NS,694.7269897460938,684.1601457213083,70.71816383060631,6.196756710017212,714.9361996900653,637.4099245775127,0.015038558439614436,4.90022166383799,15.737238956773968,0.015038558439614436
702.7358828035422,702.7358828035422,692.3243109661028,694.7269897460938,3859680,2020-01-30,INFY.NS,690.5000610351562,685.2916568357374,62.7756600233621,6.051716109249924,716.3244652515915,640.1150916331741,-0.01139675818866781,5.13223249065825,15.16609509553889,-0.01139675818866781
694.5934734623509,698.5089539426266,686.6290635416103,690.5000610351562,6092028,2020-01-31,INFY.NS,682.8916015625,685.842851493452,59.008800908309816,5.580317277397853,717.4041397145861,641.7005905100232,-0.006084301852850582,5.222381594388567,15.62249175332729,-0.006084301852850582
695.8837834669336,703.8481931302381,680.3109366502183,682.8916015625,6416745,2020-02-03,INFY.NS,701.089599609375,685.5337996191199,52.86023705071527,4.62526849819767,717.2341439996896,644.4111868108573,-0.011018767270273844,5.102392341926255,15.674421693589892,-0.011018767270273844
685.2942822536673,702.913890980357,685.2942822536673,701.089599609375,5771311,2020-02-04,INFY.NS,698.1530151367188,687.1474878960291,62.83500032157787,5.093065805086212,717.4299911966305,649.5501540670414,0.0266484431866445,5.100519960902735,15.56840999565228,0.0266484431866445
694.9939625334144,699.4433476968807,689.1207958431527,698.1530151367188,6310409,2020-02-05,INFY.NS,686.4065551757812,688.2795320674487,60.60637490787542,5.191338878638817,713.7521284975711,659.1323441586788,-0.004188600821196653,5.118738807535196,15.65771120863474,-0.004188600821196653
697.9749553828426,700.1551647461598,685.2052430336361,686.4065551757812,7341622,2020-02-06,INFY.NS,691.7013549804688,688.0883325787695,52.57381236486031,4.374632182373375,708.6254501762625,668.1566604194408,-0.016825050821612786,4.969556782499054,15.809070493314113,-0.016825050821612786
690.5000428015829,693.0806534153547,686.0951409560354,691.7013549804688,2853344,2020-02-07,INFY.NS,688.0529174804688,688.4546539831748,55.44064244863603,4.06543599798033,703.9058233592853,676.3601495411053,0.007713795511949284,4.788382182953311,14.864002548226503,0.007713795511949284
688.7648082282841,692.3243162811435,684.982830922121,688.0529174804688,3827682,2020-02-10,INFY.NS,688.3643798828125,688.4141712586819,53.060530545716816,3.5139094162790343,703.8993717179819,676.3354549421742,-0.005274584867775767,4.53309258810461,15.15777021725868,-0.005274584867775767
693.2142206590377,693.303186638358,684.4934364480353,688.3643798828125,4312817,2020-02-11,INFY.NS,695.0384521484375,688.4091814143958,53.24506606494853,3.0651913275326024,703.8279544391189,676.2200008831467,0.0004526721628974606,4.2391484507732935,15.277102076733591,0.0004526721628974606
690.3665976822589,696.9961925017835,689.7436728906782,695.0384521484375,2948825,2020-02-12,INFY.NS,705.0049438476562,689.0702439220636,57.13395195588897,3.1673388854986797,704.1897393100796,677.0595526821078,0.00969555145599088,4.02457403350834,14.896917683004784,0.00969555145599088
698.5533365988136,706.5622283559975,696.0616922482222,705.0049438476562,4387430,2020-02-13,INFY.NS,699.84375,690.6521441510331,62.19132817171218,3.9441475533841412,706.1861754256121,677.3100403947004,0.014339482468072484,4.008475983294115,15.29425442013687,0.014339482468072484
707.0072487056271,711.1896813039607,698.1974450264516,699.84375,5321680,2020-02-14,INFY.NS,702.5134887695312,691.5609631143901,58.3519595994019,4.123556356118115,706.8696822563394,678.2817032417075,-0.007320790999689075,4.0315066552814995,15.487299788851077,-0.007320790999689075
703.2698625804285,706.0729971761778,697.040722868797,702.5134887695312,2929629,2020-02-17,INFY.NS,709.8104858398438,692.6399687040076,59.7366206543883,4.4150430394779505,707.8389306588542,679.1812048391926,0.0038147640377317327,4.108252847063221,14.890386693155795,0.0038147640377317327
698.5535188738771,711.0562811833208,697.3522065223478,709.8104858398438,5083346,2020-02-18,INFY.NS,712.302001953125,694.3260219398429,63.32560790930445,5.1382541002935795,709.3470928895039,680.8009661925274,0.010386985000235827,4.314336695249724,15.441480460870562,0.010386985000235827
711.9015464704798,716.217427870446,708.4755420036017,712.302001953125,3985192,2020-02-19,INFY.NS,709.2319946289062,696.0859639385894,64.48952588545484,5.832165545662292,711.8733484110346,680.966580788184,0.0035101145488620755,4.61800101003647,15.19809630065225,0.0035101145488620755
